Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Rank_Score,Assets_B,MarketCap_B,Assets_norm,MarketCap_norm,Rank_norm,Company_Size
876,Kirby,KEX,Transportation,Shipping,1.0,0.0,0.0,0.0,48.0,1.0,0.0,,no,no,no,5450,5573.5,3091.6,11.0,222.9,82.3,5722.2,David W. Grzebinski,U.S.,Houston,Texas,Https://Www.Kirbycorp.Com,Public,"Market value as of March 28, 2024.",5574.0,2024-06-04,125,5.7222,5.574,0.00123949275616147,0.001550784865741927,0.8758758758758759,Small
877,Kaiser Aluminum,KALU,Materials,Metals,1.0,0.0,0.0,0.0,-47.0,0.0,1.0,,no,no,no,4000,1431.2,3087.0,-9.9,47.2,0.0,2267.4,Keith A. Harvey,U.S.,Franklin,Tennessee,Https://Www.Kaiseraluminum.Com,Public,"Market value as of March 28, 2024.",1431.0,2024-06-04,124,2.2674000000000003,1.431,0.00044070904932369163,0.00039812937618885854,0.8768768768768769,Small
878,Vista Outdoor,VSTO,Business Services,"Toys, Sporting Goods",0.0,0.0,0.0,0.0,7.0,1.0,0.0,,no,no,no,7000,1906.1,3079.8,1.2,-9.7,-102.1,2798.9,Jason  Vanderbrink /Eric  Nyman,U.S.,Anoka,Minnesota,Https://Www.Vistaoutdoor.Com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",1906.0,2024-06-04,123,2.7989,1.906,0.0005635970718385345,0.0005302827330649646,0.8778778778778779,Small
879,Designer Brands,DBI,Retailing,Specialty Retailers: Apparel,1.0,0.0,0.0,0.0,-30.0,0.0,1.0,,no,no,no,14000,625.6,3075.0,-7.3,29.1,-82.1,2076.2,Douglas M. Howe,U.S.,Columbus,Ohio,Https://Www.Designerbrands.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",626.0,2024-06-04,122,2.0761999999999996,0.626,0.000396501730593987,0.00017416421348303665,0.8788788788788789,Small
880,Rollins,ROL,Business Services,Diversified Outsourcing Services,1.0,0.0,0.0,0.0,66.0,1.0,0.0,,no,no,no,19031,22419.4,3073.3,14.0,435.0,18.0,2595.5,Jerry E. Gahlhoff Jr.,U.S.,Atlanta,Georgia,Https://Www.Rollins.Com,Public,"Market value as of March 28, 2024.",22419.0,2024-06-04,121,2.5955,22.419,0.0005165689932317253,0.006237360226958784,0.8798798798798799,Small
881,Advanced Drainage Systems,WMS,Materials,"Building Materials, Glass",1.0,0.0,0.0,0.0,49.0,1.0,0.0,,no,no,no,5870,13368.7,3071.1,10.9,507.1,86.9,2901.1,D. Scott Barbour,U.S.,Hilliard,Ohio,Https://Www.Adspipe.Com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",13369.0,2024-06-04,120,2.9011,13.369,0.0005872267160549351,0.0037194910064771835,0.8808808808808809,Small
882,Cinemark Holdings,CNK,Media,Entertainment,1.0,0.0,0.0,0.0,111.0,1.0,0.0,,no,no,no,17888,2188.3,3066.7,24.9,188.2,0.0,4836.8,Sean Gamble,U.S.,Plano,Texas,Https://Www.Cinemark.Com,Public,"Market value as of March 28, 2024.",2188.0,2024-06-04,119,4.8368,2.188,0.0010347795762279952,0.0006087400944103581,0.8818818818818819,Small
883,Crowdstrike,CRWD,Technology,Computer Software,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,no,no,yes,7925,77540.7,3055.6,36.3,89.3,0.0,6646.5,George R. Kurtz,U.S.,Austin,Texas,Https://Www.Crowdstrike.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",77541.0,2024-06-04,118,6.6465,77.541,0.0014531999983260406,0.021573270411642403,0.8828828828828829,Small
884,Pinterest,PINS,Technology,Internet Services And Retailing,0.0,0.0,0.0,0.0,33.0,1.0,0.0,,no,no,no,4014,23540.4,3055.1,9.0,-35.6,0.0,3594.4,William J. Ready,U.S.,San Francisco,California,Https://Investor.Pinterestinc.Com,Public,"Market value as of March 28, 2024.",23540.0,2024-06-04,117,3.5944000000000003,23.54,0.0007475244884153125,0.006549242149186394,0.883883883883884,Small
885,Instacart,CART,Retailing,Internet Services And Retailing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,no,no,no,3380,9937.7,3042.0,19.2,-1622.0,-479.0,4727.0,Fidji Simo,U.S.,San Francisco,California,Https://Instacart.Com/Company,Public,"Went public, Sept. 19, 2023. Market value as of March 28, 2024.",9938.0,2024-06-04,116,4.727,9.938,0.0010093927373340539,0.0027649264434415626,0.8848848848848849,Small
886,Hillenbrand,HI,Industrials,Industrial Machinery,1.0,0.0,1.0,0.0,16.0,1.0,0.0,,no,no,no,10400,3527.9,3039.7,3.4,569.7,172.7,5547.7,Kimberly K. Ryan,U.S.,Batesville,Indiana,Https://Www.Hillenbrand.Com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",3528.0,2024-06-04,115,5.5477,3.528,0.001199146641525835,0.000981551669597689,0.8858858858858859,Small
887,Allison Transmission Holdings,ALSN,Motor Vehicles & Parts,Motor Vehicles & Parts,1.0,0.0,0.0,0.0,44.0,1.0,0.0,,no,no,no,3700,7110.6,3035.0,9.6,673.0,26.7,5025.0,David S. Graziosi,U.S.,Indianapolis,Indiana,Https://Www.Allisontransmission.Com,Public,"Market value as of March 28, 2024.",7111.0,2024-06-04,114,5.025,7.111,0.0010782932654797232,0.001978405306833664,0.8868868868868869,Small
888,Rh,RH,Retailing,Specialty Retailers: Other,1.0,0.0,0.0,0.0,-86.0,0.0,1.0,,no,no,no,5645,6378.6,3029.1,-15.6,127.6,-75.9,4143.9,Gary G. Friedman,U.S.,Corte Madera,California,Https://Www.Rh.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",6379.0,2024-06-04,113,4.1438999999999995,6.379,0.0008745742877980145,0.0017747500284477488,0.8878878878878879,Small
889,Brookdale Senior Living,BKD,Health Care,Health Care: Medical Facilities,0.0,0.0,1.0,0.0,24.0,1.0,0.0,,no,no,no,30600,1251.5,3015.8,6.7,-189.0,0.0,5573.4,Lucinda M. Baier,U.S.,Brentwood,Tennessee,Https://Www.Brookdale.Com,Public,"Market value as of March 28, 2024.",1252.0,2024-06-04,112,5.5733999999999995,1.252,0.0012050887340538338,0.0003483284269660733,0.888888888888889,Small
890,Quidelortho,QDEL,Health Care,Medical Products And Equipment,0.0,0.0,0.0,0.0,-31.0,0.0,1.0,,no,no,no,7100,3204.8,2997.8,-8.2,-10.1,-101.8,8563.1,Brian J. Blaser,U.S.,San Diego,California,Https://Www.Quidelortho.Com,Public,"Market value as of March 28, 2024.",3205.0,2024-06-04,111,8.5631,3.205,0.0018963367508226503,0.0008916873869219368,0.8898898898898899,Small
891,Trinity Industries,TRN,Transportation,Transportation Equipment,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,no,no,no,9480,2279.8,2983.3,50.9,106.0,76.4,8906.5,E. Jean Savage,U.S.,Dallas,Texas,Https://Www.Trin.Net,Public,"Market value as of March 28, 2024.",2280.0,2024-06-04,110,8.9065,2.28,0.0019757342050683645,0.0006343361130053092,0.8908908908908909,Small
892,Teleflex,TFX,Health Care,Medical Products And Equipment,1.0,0.0,0.0,0.0,29.0,1.0,0.0,,no,no,no,14500,10642.8,2974.5,6.6,356.3,-1.9,7532.5,Liam J. Kelly,U.S.,Wayne,Pennsylvania,Https://Www.Teleflex.Com,Public,"Market value as of March 28, 2024.",10643.0,2024-06-04,109,7.5325,10.643,0.001658051904155111,0.0029610698468050464,0.8918918918918919,Small
893,Heico,HEI,Aerospace & Defense,Aerospace & Defense,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,9600,23341.3,2968.1,34.4,403.6,14.8,7195.1,Laurans A. Mendelson,U.S.,Hollywood,Florida,Https://Www.Heico.Com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",23341.0,2024-06-04,108,7.1951,23.341,0.00158004170886535,0.006493876848095141,0.8928928928928929,Small
894,Bruker,BRKR,Technology,"Scientific,Photographic And  Control Equipment",1.0,0.0,0.0,0.0,86.0,1.0,0.0,,no,no,no,9707,12932.8,2964.5,17.1,427.2,44.0,4249.9,Frank H. Laukien,U.S.,Billerica,Massachusetts,Https://Www.Bruker.Com,Public,"Market value as of March 28, 2024.",12933.0,2024-06-04,107,4.249899999999999,12.933,0.0008990825293531855,0.0035981881357445896,0.893893893893894,Small
895,Carlyle Group,CG,Financials,Securities,0.0,0.0,0.0,0.0,-195.0,0.0,1.0,,no,no,no,2200,16986.8,2963.9,-33.2,-608.4,-149.7,21176.0,Harvey M. Schwartz,U.S.,Washington,District Of Columbia,Https://Www.Carlyle.Com,Public,"Market value as of March 28, 2024.",16987.0,2024-06-04,106,21.176,16.987,0.0048125631650793995,0.004726082259482977,0.8948948948948949,Medium
896,Energizer Holdings,ENR,Household Products,Household And Personal Products,1.0,0.0,0.0,0.0,-12.0,0.0,1.0,,no,no,no,5080,2113.3,2959.7,-3.0,140.5,0.0,4509.6,Mark S. Lavigne,U.S.,St. Louis,Missouri,Https://Www.Energizerholdings.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",2113.0,2024-06-04,105,4.509600000000001,2.113,0.0009591277211633545,0.0005878737749036045,0.8958958958958959,Small
897,Quad/Graphics,QUAD,Media,"Publishing, Printing",0.0,0.0,0.0,0.0,-31.0,0.0,1.0,,no,no,no,13150,277.6,2957.7,-8.1,-55.4,-695.7,1509.7,J. Joel Quadracci,U.S.,Sussex,Wisconsin,Https://Www.Quad.Com,Public,"Market value as of March 28, 2024.",278.0,2024-06-04,104,1.5097,0.278,0.0002655213641694179,7.734449097169998e-05,0.8968968968968969,Small
898,Rackspace Technology,RXT,Technology,Internet Services And Retailing,0.0,0.0,0.0,0.0,-21.0,0.0,1.0,,no,no,no,5800,347.2,2957.1,-5.3,-837.8,0.0,4096.2,Amar Maletira,U.S.,San Antonio,Texas,Https://Www.Rackspace.Com,Public,"Market value as of March 28, 2024.",347.0,2024-06-04,103,4.0962,0.347,0.0008635455790981877,9.654150491791329e-05,0.8978978978978979,Small
899,Waters,WAT,Technology,"Scientific,Photographic And  Control Equipment",1.0,0.0,0.0,0.0,-2.0,0.0,1.0,,no,no,no,7900,20379.3,2956.4,-0.5,642.2,-9.3,4626.9,Udit Batra,U.S.,Milford,Massachusetts,Https://Www.Waters.Com,Public,"Market value as of March 28, 2024.",20379.0,2024-06-04,102,4.6269,20.379,0.0009862486337522368,0.005669796336375086,0.898898898898899,Small
900,West Pharmaceutical Services,WST,Health Care,Medical Products And Equipment,1.0,0.0,0.0,0.0,8.0,1.0,0.0,,no,no,no,10600,28968.1,2949.8,2.2,593.4,1.3,3829.5,Eric M. Green,U.S.,Exton,Pennsylvania,Https://Www.Westpharma.Com,Public,"Market value as of March 28, 2024.",28968.0,2024-06-04,101,3.8295,28.968,0.0008018819185060737,0.008059407246288508,0.8998998998998999,Small
901,Carter'S,CRI,Apparel,Apparel,1.0,0.0,0.0,0.0,-34.0,0.0,1.0,,no,no,no,15230,3089.2,2945.6,-8.3,232.5,-7.0,2378.6,Michael D. Casey,U.S.,Atlanta,Georgia,Https://Www.Carters.Com,Public,"Market value as of March 28, 2024.",3089.0,2024-06-04,100,2.3786,3.089,0.0004664195819740218,0.0008594141460848247,0.9009009009009009,Small
902,Neuehealth,NEUE,Health Care,Health Care: Insurance And Managed Care,0.0,0.0,0.0,0.0,-355.0,0.0,1.0,,no,no,no,1252,52.4,2938.1,-53.9,-1151.5,0.0,1225.5,G. Mike Mikan,U.S.,Doral,Florida,Https://Neuehealth.Com,Public,"Includes revenues from discontinued operations. Changed name from Bright Health Group, Jan. 18, 2024. Market value as of March 28, 2024.",52.0,2024-06-04,99,1.2255,0.052,0.00019981153162244072,1.4467314858015823e-05,0.9019019019019019,Small
903,Skywest,SKYW,Transportation,Airlines,1.0,0.0,0.0,0.0,-9.0,0.0,1.0,,no,no,no,12296,2788.3,2935.4,-2.3,34.3,-52.9,7026.3,Russell A. Childs,U.S.,St. George,Utah,Https://Www.Skywest.Com,Public,"Market value as of March 28, 2024.",2788.0,2024-06-04,98,7.0263,2.788,0.0015410134902378702,0.0007756706504643869,0.9029029029029029,Small
904,Acadia Healthcare,ACHC,Health Care,Health Care: Medical Facilities,0.0,0.0,0.0,0.0,58.0,1.0,0.0,,no,no,no,20250,7322.1,2928.7,12.2,-21.7,-107.9,5358.8,Christopher H. Hunter,U.S.,Franklin,Tennessee,Https://Www.Acadiahealthcare.Com,Public,"Market value as of March 28, 2024.",7322.0,2024-06-04,97,5.3588000000000005,7.322,0.0011554711053959124,0.0020371092190459975,0.903903903903904,Small
905,Revvity,RVTY,Health Care,Medical Products And Equipment,1.0,0.0,0.0,0.0,-223.0,0.0,1.0,,no,no,no,11500,12970.1,2926.9,-36.5,693.1,21.8,13564.7,Prahlad R. Singh,U.S.,Waltham,Massachusetts,Https://Www.Revvity.Com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",12970.0,2024-06-04,96,13.5647,12.97,0.0030527558165051307,0.0036084821867012544,0.9049049049049049,Medium
906,Portland General Electric,POR,Energy,Utilities: Gas And Electric,1.0,0.0,1.0,0.0,46.0,1.0,0.0,,no,no,no,2842,4251.3,2923.0,10.4,228.0,-2.1,11208.0,Maria M. Pope,U.S.,Portland,Oregon,Https://Www.Portlandgeneral.Com,Public,"Market value as of March 28, 2024.",4251.0,2024-06-04,95,11.208,4.251,0.0025078636195893633,0.0011827029896427936,0.9059059059059059,Medium
907,Woodward,WWD,Aerospace & Defense,Aerospace & Defense,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,8800,9293.2,2914.6,22.3,232.4,35.3,4010.2,Charles Blankenship Jr.,U.S.,Fort Collins,Colorado,Https://Www.Woodward.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",9293.0,2024-06-04,94,4.0102,9.293,0.0008436615340628603,0.0025854760956834817,0.9069069069069069,Small
908,Tegna,TGNA,Media,Entertainment,1.0,0.0,0.0,0.0,-52.0,0.0,1.0,,no,no,no,6200,2631.0,2910.9,-11.2,476.7,-24.4,7000.1,Michael Steib,U.S.,Tysons,Virginia,Https://Www.Tegna.Com,Public,"Market value as of March 28, 2024.",2631.0,2024-06-04,93,7.000100000000001,2.631,0.0015349557927968752,0.000731990488296916,0.9079079079079079,Small
909,Sabre,SABR,Retailing,Internet Services And Retailing,0.0,0.0,0.0,0.0,70.0,1.0,0.0,,no,no,no,6232,918.4,2907.7,14.6,-527.6,0.0,4672.2,Kurt J. Ekert,U.S.,Southlake,Texas,Https://Www.Sabre.Com,Public,"Market value as of March 28, 2024.",918.0,2024-06-04,92,4.6722,0.918,0.0009967224388696826,0.00025540375076266397,0.908908908908909,Small
910,Light & Wonder,LNW,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,6500,9170.7,2902.0,0.7,163.0,-95.6,5552.0,Matthew R. Wilson,U.S.,Las Vegas,Nevada,Https://Www.Lnw.Com,Public,"Market value as of March 28, 2024.",9171.0,2024-06-04,91,5.552,9.171,0.0012001408437776013,0.0025515335492858294,0.9099099099099099,Small
911,Vail Resorts,MTN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",1.0,0.0,1.0,0.0,70.0,1.0,0.0,,no,no,no,32100,8460.4,2889.4,14.4,268.1,-22.9,5947.8,Kirsten A. Lynch,U.S.,Broomfield,Colorado,Https://Www.Vailresorts.Com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",8460.0,2024-06-04,90,5.9478,8.46,0.0012916536929053056,0.002353720840361805,0.9109109109109109,Small
912,Radius Recycling,RDUS,Materials,Metals,0.0,0.0,1.0,0.0,-88.0,0.0,1.0,,no,no,no,3353,588.7,2882.2,-17.3,-25.8,-115.3,1715.9,Tamara L. Lundgren,U.S.,Portland,Oregon,Https://Www.Radiusrecycling.Com,Public,"Figures are for fiscal year ended Aug. 31, 2023. Changed name from Schnitzer Steel Industries, Jan. 30, 2024. Market value as of March 28, 2024.",589.0,2024-06-04,89,1.7159,0.589,0.00031319683028900515,0.00016387016252637155,0.9119119119119119,Small
913,Pennymac Financial Services,PFSI,Financials,Diversified Financials,1.0,0.0,0.0,0.0,52.0,1.0,0.0,,no,no,no,3914,4593.5,2881.8,10.9,144.7,-69.6,18844.6,David A. Spector,U.S.,Westlake Village,California,Https://Www.Pennymacfinancial.Com,Public,"Market value as of March 28, 2024.",4594.0,2024-06-04,88,18.8446,4.594,0.004273520576761234,0.0012781316241870133,0.9129129129129129,Medium
914,Saia,SAIA,Transportation,"Trucking, Truck Leasing",1.0,0.0,0.0,0.0,6.0,1.0,0.0,,no,no,no,14000,15554.0,2881.4,3.2,354.9,-0.7,2583.6,Frederick J. Holzgrefe Iii,U.S.,Johns Creek,Georgia,Https://Www.Saia.Com,Public,"Market value as of March 28, 2024.",15554.0,2024-06-04,87,2.5836,15.554,0.0005138175963024184,0.004327396448107272,0.913913913913914,Small
915,Equity Residential,EQR,Financials,Real Estate,1.0,0.0,0.0,0.0,21.0,1.0,0.0,,no,no,no,2400,23953.6,2874.0,5.1,835.4,7.5,20034.6,Mark J. Parrell,U.S.,Chicago,Illinois,Https://Www.Equityapartments.Com,Public,"A real estate investment trust. Market value as of March 28, 2024.",23954.0,2024-06-04,86,20.034599999999998,23.954,0.004548660269691926,0.006664424232863674,0.914914914914915,Medium
916,Helmerich & Payne,HP,Energy,"Oil And Gas Equipment, Services",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,7100,4156.6,2872.4,39.5,434.1,6143.3,4382.0,John W. Lindsay,U.S.,Tulsa,Oklahoma,Https://Www.Hpinc.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",4157.0,2024-06-04,85,4.382,4.157,0.0009296253473667524,0.0011565505358609957,0.9159159159159159,Small
917,Korn Ferry,KFY,Business Services,Diversified Outsourcing Services,1.0,0.0,0.0,0.0,36.0,1.0,0.0,,no,no,no,10697,3431.4,2863.8,8.3,209.5,-35.8,3574.4,Gary D. Burnison,U.S.,Los Angeles,California,Https://Www.Kornferry.Com,Public,"Figures are for fiscal year ended April 30, 2023. Market value as of March 28, 2024.",3431.0,2024-06-04,84,3.5744000000000002,3.431,0.000742900291895469,0.000954564563035621,0.9169169169169169,Small
918,Pc Connection,CNXN,Wholesalers,Wholesalers: Electronics And Office Equipment,1.0,0.0,0.0,0.0,-42.0,0.0,1.0,,no,no,no,2703,1738.1,2850.6,-8.8,83.3,-6.7,1188.4,Timothy J. Mcgrath,U.S.,Merrimack,New Hampshire,Https://Www.Connection.Com,Public,"Market value as of March 28, 2024.",1738.0,2024-06-04,83,1.1884000000000001,1.738,0.00019123364707813095,0.0004835421773698366,0.9179179179179179,Small
919,Curtiss-Wright,CW,Aerospace & Defense,Aerospace & Defense,1.0,0.0,1.0,0.0,56.0,1.0,0.0,,no,no,no,8600,9797.4,2845.4,11.3,354.5,20.4,4621.0,Lynn M. Bamford,U.S.,Davidson,North Carolina,Https://Www.Curtisswright.Com,Public,"Market value as of March 28, 2024.",9797.0,2024-06-04,82,4.621,9.797,0.0009848844957788831,0.002725697762768866,0.918918918918919,Small
920,Slm,SLM,Financials,Diversified Financials,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,1740,4801.4,2839.4,20.0,581.4,24.0,29169.5,Jonathan W. Witter,U.S.,Newark,Delaware,Https://Www.Salliemae.Com,Public,"Market value as of March 28, 2024.",4801.0,2024-06-04,81,29.1695,4.801,0.006660738909147879,0.0013357226660256534,0.91991991991992,Medium
921,Benchmark Electronics,BHE,Technology,Semiconductors And Other Electronic Components,1.0,0.0,0.0,0.0,-12.0,0.0,1.0,,no,no,no,12703,1073.6,2839.0,-1.6,64.3,-5.7,2274.8,Jeffrey W. Benck,U.S.,Tempe,Arizona,Https://Www.Bench.Com,Public,"Market value as of March 28, 2024.",1074.0,2024-06-04,80,2.2748000000000004,1.074,0.00044242000203603373,0.00029880569533671146,0.9209209209209209,Small
922,American National Group,AEL,Financials,"Insurance: Life, Health (Stock)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,1020,4463.9,2836.0,100.4,210.5,-82.8,79918.3,Anant Bhalla,U.S.,West Des Moines,Iowa,Https://Www.American-Equity.Com,Private,"Acquired by Brookfield Reinsurance and changed name from American Equity Investment Life, May 7, 2024.",4464.0,2024-06-04,79,79.9183,4.464,0.018394360126459754,0.0012419633370419738,0.9219219219219219,Large
923,Pure Storage,PSTG,Technology,"Computers, Office Equipment",1.0,0.0,0.0,0.0,10.0,1.0,0.0,,no,no,no,5600,16892.1,2830.6,2.8,61.3,-16.1,3655.8,Charles H. Giancarlo,U.S.,Santa Clara,California,Https://Www.Purestorage.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",16892.0,2024-06-04,78,3.6558,16.892,0.0007617207717312323,0.004699651588107756,0.9229229229229229,Small
924,Knife River,KNF,Materials,"Building Materials, Glass",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,4389,4589.9,2830.4,0.0,182.9,0.0,2599.8,Brian R. Gray,U.S.,Bismarck,North Dakota,Https://Www.Kniferiver.Com,Public,"Spun off from MDU Resources (2023 rank: 672), May 31, 2023. Market value as of March 28, 2024.",4590.0,2024-06-04,77,2.5998,4.59,0.0005175631954834918,0.00127701875381332,0.923923923923924,Small
925,Caleres,CAL,Retailing,Specialty Retailers: Apparel,1.0,0.0,0.0,0.0,-25.0,0.0,1.0,,no,no,no,7150,1456.7,2817.3,-5.1,171.4,-5.7,1804.7,John W. Schmidt,U.S.,St. Louis,Missouri,Https://Www.Caleres.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",1457.0,2024-06-04,76,1.8047,1.457,0.00033372826283711057,0.00040536303361786647,0.924924924924925,Small
926,Brightview Holdings,BV,Business Services,Diversified Outsourcing Services,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,no,no,no,20700,1123.4,2816.0,1.5,-7.7,-155.0,3352.2,Dale A. Asplund,U.S.,Blue Bell,Pennsylvania,Https://Www.Brightview.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",1123.0,2024-06-04,75,3.3522,1.123,0.0006915254685600068,0.00031243835741445714,0.9259259259259259,Small
927,Cooper-Standard Holdings,CPS,Motor Vehicles & Parts,Motor Vehicles & Parts,0.0,0.0,0.0,0.0,55.0,1.0,0.0,,no,no,no,21500,284.8,2815.9,11.5,-202.0,0.0,1872.3,Jeffrey S. Edwards,U.S.,Northville,Michigan,Https://Www.Cooperstandard.Com,Public,"Market value as of March 28, 2024.",285.0,2024-06-04,74,1.8722999999999999,0.285,0.0003493580470741818,7.929201412566365e-05,0.9269269269269269,Small
928,Primerica,PRI,Financials,"Insurance: Life, Health (Stock)",1.0,0.0,0.0,0.0,12.0,1.0,0.0,,no,no,no,3150,8777.3,2815.7,3.5,576.6,54.6,15027.7,Glenn J. Williams,U.S.,Duluth,Georgia,Https://Www.Primerica.Com,Public,"Market value as of March 28, 2024.",8777.0,2024-06-04,73,15.027700000000001,8.777,0.003391015791931688,0.002441915817477017,0.9279279279279279,Medium
929,F5,FFIV,Technology,Network And Other Communications Equipment,1.0,0.0,0.0,0.0,16.0,1.0,0.0,,no,no,no,6492,11149.1,2813.2,4.4,394.9,22.6,5248.3,Fran?Ois Locoh-Donou,U.S.,Seattle,Washington,Https://Www.F5.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",11149.0,2024-06-04,72,5.2483,11.149,0.0011299224196237767,0.0031018479490772773,0.928928928928929,Small
930,Matador Resources,MTDR,Energy,"Mining, Crude-Oil Production",1.0,1.0,0.0,0.0,-48.0,0.0,1.0,,no,no,no,395,8331.6,2806.8,-8.2,846.1,-30.3,7727.0,Joseph Wm. Foran,U.S.,Dallas,Texas,Https://Www.Matadorresources.Com,Public,"Market value as of March 28, 2024.",8332.0,2024-06-04,71,7.727,8.332,0.0017030222153105897,0.0023181089884036126,0.92992992992993,Small
931,Snowflake,SNOW,Technology,Internet Services And Retailing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,7004,54006.7,2806.5,35.9,-836.1,0.0,8223.4,Sridhar Ramaswamy,U.S.,Bozeman,Montana,Https://Www.Snowflake.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",54007.0,2024-06-04,70,8.2234,54.007,0.001817794772933107,0.01502569756801655,0.9309309309309309,Small
932,Viasat,VSAT,Technology,Network And Other Communications Equipment,1.0,1.0,0.0,0.0,-9.0,0.0,1.0,,no,no,no,6800,2267.0,2803.2,0.6,1084.8,0.0,7730.3,Mark D. Dankberg,U.S.,Carlsbad,California,Https://Www.Viasat.Com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",2267.0,2024-06-04,69,7.730300000000001,2.267,0.001703785207736364,0.0006307192842908053,0.9319319319319319,Small
933,California Resources,CRC,Energy,"Mining, Crude-Oil Production",1.0,0.0,0.0,0.0,9.0,1.0,0.0,,no,no,no,970,3788.8,2801.0,3.5,564.0,7.6,3998.0,Francisco J. Leon,U.S.,Long Beach,California,Https://Www.Crc.Com,Public,"Market value as of March 28, 2024.",3789.0,2024-06-04,68,3.998,3.789,0.0008408407741857558,0.0010541664614811914,0.932932932932933,Small
934,Peloton Interactive,PTON,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",0.0,0.0,1.0,0.0,-131.0,0.0,1.0,,no,no,no,3541,1572.0,2800.2,-21.8,-1261.7,0.0,2769.1,Karen Boone/Christopher Bruzzo,U.S.,New York,New York,Https://Www.Onepeloton.Com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",1572.0,2024-06-04,67,2.7691,1.572,0.0005567070190239675,0.0004373580568615553,0.933933933933934,Small
935,Roblox,RBLX,Media,Entertainment,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,no,no,no,2457,24115.9,2799.3,25.8,-1151.9,0.0,6168.1,David Baszucki,U.S.,San Mateo,California,Https://Www.Corp.Roblox.Com,Public,"Market value as of March 28, 2024.",24116.0,2024-06-04,66,6.168100000000001,24.116,0.0013425892175713825,0.006709495482998261,0.934934934934935,Small
936,Installed Building Products,IBP,Engineering & Construction,Homebuilders,1.0,0.0,0.0,0.0,14.0,1.0,0.0,,no,no,no,10600,7339.2,2778.6,4.1,243.7,9.1,1981.3,Jeffrey W. Edwards,U.S.,Columbus,Ohio,Https://Www.Installedbuildingproducts.Com,Public,"Market value as of March 28, 2024.",7339.0,2024-06-04,65,1.9813,7.339,0.0003745599181073293,0.002041838918134195,0.9359359359359359,Small
